iso_code,continent,location,date,total_cases,month,new_cases,new_cases_smoothed,total_deaths,new_deaths,people_vaccinated,life_expectancy,human_development_index,excess_mortality,vaccine,total_vaccinations,recovery_count,age_years,Total_deaths,COVID-19_Deaths
AND,Europe,Andorra,6/28/21,13882,21-Jun,4,2.571,127,0,,83.73,0.868,,Moderna,298706,NewlyRecovered,Male Above 65,10810,1128
AGO,Africa,Angola,6/28/21,38613,21-Jun,,123.571,891,2,943301,61.15,0.581,,PfizerBioNTech,3028162,SeriousCritical,Male Above 30 and Below 65,44504,5641
AND,Europe,Andorra,6/28/21,13882,21-Jun,2,2.571,127,0,,83.73,0.868,,OxfordAstraZeneca,298706,Mild,Male Below 30,10810,1128
AGO,Africa,Angola,6/28/21,38613,21-Jun,0,123.571,891,2,943301,61.15,0.581,,PfizerBioNTech,3028162,TotalRecovered,Female Above 65,44504,5641
AND,Europe,Andorra,6/28/21,13882,21-Jun,6,2.571,127,0,,83.73,0.868,,OxfordAstraZeneca,298706,NewlyRecovered,Female Below 30,10810,1128
AGO,Africa,Angola,6/28/21,38613,21-Jun,1,123.571,891,2,943301,61.15,0.581,,Moderna,3028162,SeriousCritical,Female Above 30 and Below 65,44504,5641
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,1,0,42,0,,77.02,0.778,,Moderna,23,Mild,Male Above 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,6,0,42,0,,77.02,0.778,,Moderna,23,TotalRecovered,Male Above 30 and Below 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,0,0,42,0,,77.02,0.778,,JohnsonJohnson,23,NewlyRecovered,Male Below 30,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,110,0,42,0,,77.02,0.778,,JohnsonJohnson,23,SeriousCritical,Female Above 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,0,0,42,0,,77.02,0.778,,Sinovac,23,Mild,Female Below 30,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,5,0,42,0,,77.02,0.778,,Sinovac,23,TotalRecovered,Female Above 30 and Below 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,20,0,42,0,,77.02,0.778,,Sinovac,23,NewlyRecovered,Male Above 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,5,0,42,0,,77.02,0.778,,Sinovac,23,SeriousCritical,Male Above 30 and Below 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,3,0,42,0,,77.02,0.778,,Sinovac,23,Mild,Male Below 30,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,10,0,42,0,,77.02,0.778,,JohnsonJohnson,23,TotalRecovered,Female Above 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,2,0,42,0,,77.02,0.778,,JohnsonJohnson,23,NewlyRecovered,Male Above 65,228,1
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,0,0,42,0,,77.02,0.778,,JohnsonJohnson,23,SeriousCritical,Male Above 30 and Below 65,228,1
ARG,South America,Argentina,6/28/21,4423636,21-Jun,0,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,Mild,Male Below 30,300,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,2,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,TotalRecovered,Female Above 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,2,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,NewlyRecovered,Female Below 30,500,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,5,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,NewlyRecovered,Female Above 30 and Below 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,50,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,SeriousCritical,Male Above 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,5,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,NewlyRecovered,Male Above 30 and Below 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,0,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,SeriousCritical,Male Below 30,800,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,10,20891.571,93142,574,15993494,76.67,0.845,,CanSino,2707983,Mild,Female Above 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,10,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,NewlyRecovered,Female Below 30,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,4,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,SeriousCritical,Female Above 30 and Below 65,200,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,5,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,NewlyRecovered,Male Above 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,40,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,SeriousCritical,Male Above 30 and Below 65,400,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,0,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,NewlyRecovered,Male Below 30,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,8,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,SeriousCritical,Female Above 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,1,20891.571,93142,574,15993494,76.67,0.845,,Moderna,2707983,Mild,Female Below 30,600,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,75,20891.571,93142,574,15993494,76.67,0.845,,Moderna,2707983,TotalRecovered,Female Above 30 and Below 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,9,20891.571,93142,574,15993494,76.67,0.845,,Moderna,2707983,NewlyRecovered,Male Above 65,2203,81
ARG,South America,Argentina,6/28/21,4423636,21-Jun,0,20891.571,93142,574,15993494,76.67,0.845,,Moderna,2707983,SeriousCritical,Male Above 30 and Below 65,2203,81
AUS,Oceania,Australia,6/28/21,30560,21-Jun,2,27.714,910,0,6152645,83.44,0.944,,PfizerBioNTech,2975738,Mild,Male Below 30,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,4,27.714,910,0,6152645,83.44,0.944,,PfizerBioNTech,2975738,TotalRecovered,Female Above 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,50,27.714,910,0,6152645,83.44,0.944,,Moderna,2975738,NewlyRecovered,Male Above 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,2,27.714,910,0,6152645,83.44,0.944,,Moderna,2975738,SeriousCritical,Male Above 30 and Below 65,100,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,0,27.714,910,0,6152645,83.44,0.944,,Moderna,2975738,Mild,Male Below 30,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,6,27.714,910,0,6152645,83.44,0.944,,Moderna,2975738,TotalRecovered,Female Above 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,1,27.714,910,0,6152645,83.44,0.944,,Moderna,2975738,NewlyRecovered,Female Below 30,405,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,1,27.714,910,0,6152645,83.44,0.944,,PfizerBioNTech,2975738,SeriousCritical,Female Above 30 and Below 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,6,27.714,910,0,6152645,83.44,0.944,,PfizerBioNTech,2975738,Mild,Male Above 30 and Below 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,0,27.714,910,0,6152645,83.44,0.944,,OxfordAstraZeneca,2975738,TotalRecovered,Male Below 30,667,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,8,27.714,910,0,6152645,83.44,0.944,,OxfordAstraZeneca,2975738,NewlyRecovered,Female Above 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,0,27.714,910,0,6152645,83.44,0.944,,OxfordAstraZeneca,2975738,SeriousCritical,Female Below 30,10556,30
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,5,548.286,25168,8,7013433,81.63,0.931,,SinopharmBeijing,566082,Mild,Female Above 30 and Below 65,41363,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,20,548.286,25168,8,7013433,81.63,0.931,,SinopharmBeijing,566082,TotalRecovered,Male Above 65,555,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,,548.286,25168,8,7013433,81.63,0.931,,OxfordAstraZeneca,566082,NewlyRecovered,Male Above 30 and Below 65,41363,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,3,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,SeriousCritical,Male Below 30,41363,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,1,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,Mild,Female Above 65,41363,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,2,548.286,25168,8,7013433,81.63,0.931,,JohnsonJohnson,566082,TotalRecovered,Female Below 30,2222,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,0,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,NewlyRecovered,Female Above 30 and Below 65,3333,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,0,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,SeriousCritical,Female Above 65,4444,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,2,548.286,25168,8,7013433,81.63,0.931,,OxfordAstraZeneca,566082,Mild,Female Below 30,66,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,2,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,TotalRecovered,Female Above 30 and Below 65,41363,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,5,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,NewlyRecovered,Male Above 65,41363,6045
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,7,548.286,25168,8,7013433,81.63,0.931,,PfizerBioNTech,566082,SeriousCritical,Male Above 30 and Below 65,666,6045
BRA,South America,Brazil,6/28/21,18448402,21-Jun,5,68795.857,514092,618,71291563,75.88,0.765,,OxfordAstraZeneca,10389329,Mild,Male Below 30,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,0,68795.857,514092,618,71291563,75.88,0.765,,OxfordAstraZeneca,10389329,TotalRecovered,Female Above 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,10,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,NewlyRecovered,Female Below 30,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,10,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,NewlyRecovered,Female Above 30 and Below 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,4,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,SeriousCritical,Male Above 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,5,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,NewlyRecovered,Male Above 30 and Below 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,4,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,SeriousCritical,Male Below 30,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,0,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,Mild,Female Above 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,8,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,NewlyRecovered,Female Below 30,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,1,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,SeriousCritical,Female Above 30 and Below 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,75,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,NewlyRecovered,Male Above 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,9,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,SeriousCritical,Male Above 30 and Below 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,0,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,NewlyRecovered,Male Below 30,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,40,68795.857,514092,618,71291563,75.88,0.765,,Moderna,10389329,SeriousCritical,Female Above 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,4,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,Mild,Male Above 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,,68795.857,514092,618,71291563,75.88,0.765,,CanSino,10389329,TotalRecovered,Male Above 30 and Below 65,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,2,68795.857,514092,618,71291563,75.88,0.765,,CanSino,10389329,NewlyRecovered,Male Below 30,198,2
BRA,South America,Brazil,6/28/21,18448402,21-Jun,0,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,SeriousCritical,Female Above 65,198,2
ABW,North America,Aruba,6/28/21,,21-Jun,6,,,,67457,76.29,,,PfizerBioNTech,533,Mild,Female Below 30,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,1,,,,67457,76.29,,,JohnsonJohnson,533,TotalRecovered,Female Above 30 and Below 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,1,,,,67457,76.29,,,JohnsonJohnson,533,NewlyRecovered,Male Above 30 and Below 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,6,,,,67457,76.29,,,Sinovac,533,SeriousCritical,Male Below 30,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,0,,,,67457,76.29,,,Sinovac,533,Mild,Male Above 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,8,,,,67457,76.29,,,Sinovac,533,TotalRecovered,Male Above 30 and Below 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,0,,,,67457,76.29,,,Sinovac,533,NewlyRecovered,Male Below 30,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,5,,,,67457,76.29,,,Sinovac,533,SeriousCritical,Female Above 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,20,,,,67457,76.29,,,Moderna,533,Mild,Female Below 30,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,,,,,67457,76.29,,,Moderna,533,TotalRecovered,Female Above 30 and Below 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,20,,,,67457,76.29,,,Moderna,533,NewlyRecovered,Male Above 65,10556,30
ABW,North America,Aruba,6/28/21,,21-Jun,1,,,,67457,76.29,,,Moderna,533,SeriousCritical,Male Above 30 and Below 65,10556,30
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,0,5780.857,14276,0,5823245,72.59,0.632,,Moderna,8886,Mild,Male Below 30,42328,5286
ALB,Europe,Bangladesh,6/28/21,1,21-Jun,4,3.286,2456,0,547300,78.57,0.795,,JohnsonJohnson,95843,NewlyRecovered,Female Above 65,1835,74
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,0,5780.857,14276,104,5823245,72.59,0.632,,JohnsonJohnson,8886,Mild,Female Above 65,42328,5286
ALB,Europe,Bangladesh,6/28/21,1,21-Jun,6,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,Mild,Female Above 30 and Below 65,1835,74
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,0,5780.857,14276,6,5823245,72.59,0.632,,Sinovac,8886,SeriousCritical,Male Above 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,2,5780.857,14276,,5823245,72.59,0.632,,JohnsonJohnson,8886,NewlyRecovered,Male Above 30 and Below 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,10,5780.857,14276,7,5823245,72.59,0.632,,JohnsonJohnson,8886,SeriousCritical,Male Below 30,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,50,5780.857,14276,7,5823245,72.59,0.632,,JohnsonJohnson,8886,NewlyRecovered,Female Above 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,5,5780.857,14276,8,5823245,72.59,0.632,,PfizerBioNTech,8886,NewlyRecovered,Male Above 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,4,5780.857,14276,4,5823245,72.59,0.632,,PfizerBioNTech,8886,NewlyRecovered,Male Above 30 and Below 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,0,5780.857,14276,3,5823245,72.59,0.632,,PfizerBioNTech,8886,SeriousCritical,Male Below 30,42328,5286
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,1,1692.714,4730,211,,64.83,0.511,,Sinovac,10804437,NewlyRecovered,Male Above 65,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,4,1692.714,4730,211,,64.83,0.511,,Sinovac,10804437,Mild,Female Above 30 and Below 65,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,6,1692.714,4730,211,,64.83,0.511,,Sinovac,10804437,NewlyRecovered,Male Above 65,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,10,1692.714,4730,211,,64.83,0.511,,PfizerBioNTech,10804437,NewlyRecovered,Male Below 30,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,0,1692.714,4730,211,,64.83,0.511,,PfizerBioNTech,10804437,SeriousCritical,Male Below 30,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,10,1692.714,4730,211,,64.83,0.511,,Moderna,10804437,NewlyRecovered,Male Below 30,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,100,1692.714,4730,211,,64.83,0.511,,PfizerBioNTech,10804437,NewlyRecovered,Female Above 30 and Below 65,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,0,1692.714,4730,211,,64.83,0.511,,Moderna,10804437,SeriousCritical,Male Above 65,154445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,8,1692.714,4730,211,,64.83,0.511,,Sinovac,10804437,Mild,Male Above 30 and Below 65,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,0,1692.714,4730,211,,64.83,0.511,,PfizerBioNTech,10804437,TotalRecovered,Male Below 30,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,5,1692.714,4730,211,,64.83,0.511,,OxfordAstraZeneca,10804437,NewlyRecovered,Female Above 65,14445,1388
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,20,1692.714,4730,211,,64.83,0.511,,Sinovac,10804437,SeriousCritical,Male Above 65,1334445,1388
DZA,Africa,Algeria,6/28/21,138840,21-Jun,6,363.714,3699,6,,76.88,0.748,,OxfordAstraZeneca,518004,Mild,Male Below 30,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,4,363.714,3699,6,,76.88,0.748,,Moderna,518004,NewlyRecovered,Male Above 30 and Below 65,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,40,363.714,3699,6,,76.88,0.748,,Moderna,518004,Mild,Male Below 30,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,5,363.714,3699,6,,76.88,0.748,,PfizerBioNTech,518004,Mild,Female Below 30,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,1,363.714,3699,6,,76.88,0.748,,PfizerBioNTech,518004,TotalRecovered,Female Below 30,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,4,363.714,3699,6,,76.88,0.748,,OxfordAstraZeneca,518004,NewlyRecovered,Male Above 65,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,,363.714,3699,6,,76.88,0.748,,PfizerBioNTech,518004,Mild,Male Above 30 and Below 65,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,3,363.714,3699,6,,76.88,0.748,,PfizerBioNTech,518004,TotalRecovered,Male Below 30,44392,6443
DZA,Africa,Algeria,6/28/21,138840,21-Jun,1,363.714,3699,6,,76.88,0.748,,OxfordAstraZeneca,518004,NewlyRecovered,Female Above 65,44392,6443
ALB,Europe,Albania,6/28/21,132513,21-Jun,10,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,SeriousCritical,Female Above 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,50,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,SeriousCritical,Female Below 30,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,0,3.286,2456,0,547300,78.57,0.795,,Moderna,95843,Mild,Female Above 30 and Below 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,30,3.286,2456,0,547300,78.57,0.795,,Moderna,95843,TotalRecovered,Male Above 30 and Below 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,2,3.286,2456,0,547300,78.57,0.795,,Moderna,95843,NewlyRecovered,Male Below 30,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,2,3.286,2456,0,547300,78.57,0.795,,Moderna,95843,NewlyRecovered,Female Above 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,40,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,SeriousCritical,Female Below 30,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,7,3.286,2456,0,547300,78.57,0.795,,Moderna,95843,NewlyRecovered,Female Above 30 and Below 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,5,3.286,2456,0,547300,78.57,0.795,,Sinovac,95843,SeriousCritical,Male Above 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,0,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,Mild,Male Above 30 and Below 65,1835,74
ALB,Europe,Albania,6/28/21,132513,21-Jun,10,3.286,2456,0,547300,78.57,0.795,,PfizerBioNTech,95843,NewlyRecovered,Male Below 30,1835,74
IND,Asia,India,6/28/21,30316897,21-Jun,20,48433.714,397637,907,265545768,69.66,0.645,,Sinovac,12163032,Mild,Male Above 30 and Below 65,5078,123
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,907,265545768,69.66,0.645,,Moderna,12163032,NewlyRecovered,Female Above 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,6000,800,265545768,69.66,0.645,,Moderna,163032,SeriousCritical,Male Above 65,4000,4000
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,45000,907,265545768,69.66,0.645,,Sinovac,12163032,Mild,Male Above 30 and Below 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,397637,300,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,TotalRecovered,Male Below 30,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,70000,907,265545768,69.66,0.645,,PfizerBioNTech,566082,NewlyRecovered,Female Above 65,41363,6045
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,397637,600,265545768,69.66,0.645,,Moderna,82622178,SeriousCritical,Female Below 30,2868,500
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,30000,200,265545768,69.66,0.645,,CanSino,10450,Mild,Male Above 65,250,1000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,1000000,907,265545768,69.66,0.645,,SinopharmBeijing,1873498,TotalRecovered,Male Above 30 and Below 65,40580,5683
IND,Asia,India,6/28/21,30316897,21-Jun,9,48433.714,397637,907,265545768,69.66,0.645,,JohnsonJohnson,12163032,SeriousCritical,Male Above 65,5078,123
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,397637,907,265545768,69.66,0.645,,JohnsonJohnson,12163032,SeriousCritical,Female Below 30,5078,123
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,907,265545768,69.66,0.645,,Sinovac,12163032,Mild,Male Above 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,6000,800,265545768,69.66,0.645,,JohnsonJohnson,163032,TotalRecovered,Male Above 30 and Below 65,4000,4000
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,45000,907,265545768,69.66,0.645,,Sinovac,12163032,NewlyRecovered,Male Below 30,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,300,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,NewlyRecovered,Female Above 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,70000,907,265545768,69.66,0.645,,PfizerBioNTech,566082,SeriousCritical,Female Below 30,41363,6045
IND,Asia,India,6/28/21,30316897,21-Jun,7,48433.714,397637,600,265545768,69.66,0.645,,Moderna,82622178,NewlyRecovered,Female Above 30 and Below 65,2868,500
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,30000,200,265545768,69.66,0.645,,CanSino,10450,SeriousCritical,Male Above 65,250,1000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,1000000,907,265545768,69.66,0.645,,CanSino,1873498,Mild,Male Above 30 and Below 65,40580,5683
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,397637,907,265545768,69.66,0.645,,Sinovac,12163032,Mild,Male Above 65,5078,123
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,30,5780.857,14276,3,5823245,72.59,0.632,,Sinovac,8886,SeriousCritical,Male Above 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,2,5780.857,14276,2,5823245,72.59,0.632,,JohnsonJohnson,8886,NewlyRecovered,Male Above 30 and Below 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,10,5780.857,14276,5,5823245,72.59,0.632,,JohnsonJohnson,8886,SeriousCritical,Male Below 30,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,4,5780.857,14276,6,5823245,72.59,0.632,,JohnsonJohnson,8886,NewlyRecovered,Female Above 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,11,21-Jun,5,5780.857,14276,7,5823245,72.59,0.632,,PfizerBioNTech,8886,NewlyRecovered,Male Above 65,42328,5286
BGD,Asia,Bangladesh,6/28/21,1,21-Jun,4,5780.857,14276,8,5823245,72.59,0.632,,PfizerBioNTech,8886,NewlyRecovered,Male Above 30 and Below 65,42328,5286
